LON,LAT
-0.3639942,49.2113717
-0.3654533,49.2150723
-0.3696805,49.2163337
-0.370807,49.2158502
-0.3722232,49.2154367
-0.3716117,49.2133132
-0.37091,49.21073
-0.3706311,49.2100011
-0.3639052,49.211185
-0.3639942,49.2113717
